ID,ais_pos_timestamp,longitude,latitude
4,24/03/2021 11:19,32.32797,31.39458
4,24/03/2021 11:40,32.32803,31.39469
4,24/03/2021 12:02,32.32802,31.39475
4,24/03/2021 12:23,32.32802,31.39469
4,24/03/2021 12:46,32.32804,31.39451
5,20/03/2021 05:50,32.52126,31.67736
5,20/03/2021 06:12,32.45421,31.64504
5,20/03/2021 06:36,32.38123,31.61004
5,20/03/2021 07:13,32.38831,31.53453
5,20/03/2021 07:33,32.41391,31.48312
5,20/03/2021 08:45,32.39107,31.34983
5,20/03/2021 08:47,32.38904,31.34582
5,20/03/2021 09:06,32.37035,31.28977
5,20/03/2021 09:27,32.36236,31.2476
5,20/03/2021 09:47,32.3562,31.22247
5,20/03/2021 10:15,32.35727,31.21791
5,20/03/2021 11:41,32.35727,31.21791
5,20/03/2021 12:09,32.35728,31.2179
5,20/03/2021 12:09,32.35728,31.2179
5,20/03/2021 12:11,32.35728,31.2179
5,20/03/2021 12:34,32.35728,31.21793
5,20/03/2021 12:39,32.35728,31.21793
5,20/03/2021 12:53,32.35729,31.21791
5,20/03/2021 13:03,32.35728,31.21791
5,20/03/2021 13:16,32.35728,31.2179
5,20/03/2021 13:27,32.35727,31.2179
5,20/03/2021 13:35,32.35727,31.2179
5,20/03/2021 13:53,32.35727,31.21791
5,20/03/2021 14:09,32.35726,31.2179
5,20/03/2021 14:09,32.35726,31.2179
5,20/03/2021 14:27,32.35727,31.21791
5,20/03/2021 15:00,32.35727,31.21792
5,20/03/2021 16:27,32.35725,31.21791
5,20/03/2021 17:03,32.35728,31.21792
5,20/03/2021 20:09,32.35727,31.21787
5,20/03/2021 20:22,32.35727,31.21787
5,20/03/2021 20:33,32.35727,31.21786
5,20/03/2021 20:41,32.35728,31.21791
5,20/03/2021 23:21,32.35728,31.2179
5,21/03/2021 00:00,32.35729,31.21787
5,21/03/2021 00:01,32.35729,31.21787
5,21/03/2021 00:03,32.35727,31.2179
5,21/03/2021 00:24,32.35729,31.21788
5,21/03/2021 00:40,32.35726,31.21788
5,21/03/2021 00:48,32.35726,31.21791
5,21/03/2021 00:57,32.35727,31.21791
5,21/03/2021 01:09,32.35727,31.21787
5,21/03/2021 01:19,32.35728,31.2179
5,21/03/2021 01:33,32.35727,31.21791
5,21/03/2021 01:37,32.35727,31.21789
5,21/03/2021 01:54,32.35726,31.21792
5,21/03/2021 01:55,32.35726,31.21792
5,21/03/2021 02:18,32.35729,31.21789
5,21/03/2021 03:00,32.35726,31.21792
5,21/03/2021 03:23,32.35728,31.2179
5,21/03/2021 03:24,32.35728,31.2179
5,21/03/2021 03:40,32.35729,31.21789
5,21/03/2021 03:44,32.35704,31.21799
5,21/03/2021 03:55,32.35492,31.21917
5,21/03/2021 04:04,32.35789,31.23022
5,21/03/2021 04:11,32.3614,31.24234
5,21/03/2021 04:21,32.36771,31.27272
5,21/03/2021 04:21,32.36771,31.27272
5,21/03/2021 04:24,32.36932,31.28273
5,21/03/2021 04:42,32.38595,31.33873
5,21/03/2021 04:45,32.39112,31.34938
5,21/03/2021 05:03,32.41702,31.40409
5,21/03/2021 05:06,32.41892,31.41522
5,21/03/2021 05:26,32.3767,31.47697
5,21/03/2021 05:52,32.25063,31.5333
5,21/03/2021 06:48,32.02551,31.71518
6,22/03/2021 19:05,32.01794,31.68918
6,22/03/2021 19:17,32.05474,31.65886
6,23/03/2021 05:56,32.31826,31.13436
6,23/03/2021 23:59,32.39495,30.34766
6,24/03/2021 00:17,32.39457,30.34771
6,24/03/2021 00:35,32.39469,30.34774
6,24/03/2021 01:08,32.39509,30.34763
6,24/03/2021 02:05,32.39484,30.34774
6,24/03/2021 02:23,32.3953,30.34739
6,24/03/2021 02:26,32.39546,30.3473
7,22/03/2021 05:44,32.31,31.03867
7,22/03/2021 07:12,32.31733,30.83367
7,22/03/2021 07:35,32.31717,30.78
7,22/03/2021 10:27,32.36483,30.38083
7,22/03/2021 10:32,32.36933,30.36217
7,22/03/2021 10:48,32.4025,30.32167
7,22/03/2021 10:52,32.41217,30.3105
7,22/03/2021 11:09,32.45,30.27633
7,22/03/2021 11:25,32.49717,30.26283
7,22/03/2021 11:30,32.51117,30.25883
7,22/03/2021 11:42,32.53983,30.24217
7,22/03/2021 11:50,32.55167,30.2245
7,22/03/2021 11:57,32.56133,30.20917
7,22/03/2021 12:11,32.56883,30.17717
7,22/03/2021 12:13,32.569,30.17167
7,22/03/2021 12:28,32.57017,30.13067
7,22/03/2021 12:31,32.57017,30.1225
7,22/03/2021 12:52,32.57167,30.07183
7,22/03/2021 12:58,32.573,30.05483
7,22/03/2021 13:29,32.58683,29.97733
7,22/03/2021 13:33,32.58633,29.968
7,22/03/2021 13:44,32.57767,29.94567
7,22/03/2021 13:53,32.566,29.93467
7,22/03/2021 14:00,32.552,29.9225
7,22/03/2021 14:14,32.5485,29.885
7,22/03/2021 14:15,32.549,29.8815
7,22/03/2021 14:35,32.5275,29.803
8,22/03/2021 17:01,32.55369,29.78016
8,22/03/2021 17:21,32.56041,29.82614
8,22/03/2021 17:42,32.56832,29.84677
8,23/03/2021 04:54,32.55121,29.86886
8,23/03/2021 05:09,32.54466,29.9024
8,23/03/2021 05:15,32.54735,29.91543
8,23/03/2021 05:25,32.56451,29.93366
8,23/03/2021 05:36,32.58413,29.95833
8,23/03/2021 05:40,32.5865,29.97045
8,23/03/2021 05:56,32.58306,29.99623
8,23/03/2021 06:00,32.58269,29.998
8,23/03/2021 06:15,32.5825,30.00214
8,23/03/2021 06:17,32.58232,30.0025
8,23/03/2021 06:31,32.58089,30.00492
8,23/03/2021 06:37,32.58082,30.00543
8,23/03/2021 06:46,32.58091,30.00574
8,23/03/2021 06:58,32.58102,30.00566
8,23/03/2021 07:01,32.58101,30.00568
8,23/03/2021 07:18,32.58098,30.00571
8,23/03/2021 07:21,32.58098,30.00571
8,23/03/2021 07:37,32.58098,30.00572
8,23/03/2021 07:39,32.58098,30.00572
8,23/03/2021 07:56,32.58078,30.00579
8,23/03/2021 08:00,32.58079,30.00579
8,23/03/2021 08:11,32.58078,30.00579
8,23/03/2021 08:21,32.58077,30.0058
8,23/03/2021 08:26,32.58077,30.0058
8,23/03/2021 08:44,32.58077,30.0058
8,23/03/2021 09:02,32.58075,30.00581
8,23/03/2021 09:05,32.58076,30.0058
8,23/03/2021 09:20,32.58075,30.00581
8,23/03/2021 09:26,32.58075,30.0058
8,23/03/2021 09:38,32.58075,30.0058
8,23/03/2021 09:47,32.58076,30.00579
8,23/03/2021 09:56,32.58076,30.00579
8,23/03/2021 10:08,32.58077,30.00579
8,23/03/2021 10:14,32.58077,30.00579
8,23/03/2021 10:29,32.58077,30.00579
8,23/03/2021 10:32,32.58077,30.00579
8,23/03/2021 10:50,32.58077,30.00579
8,23/03/2021 11:08,32.58077,30.00579
8,23/03/2021 11:11,32.58077,30.00579
8,23/03/2021 11:26,32.58077,30.00579
8,23/03/2021 11:32,32.58077,30.00579
8,23/03/2021 11:47,32.58076,30.00577
8,23/03/2021 11:53,32.58077,30.00577
8,23/03/2021 12:05,32.58078,30.00576
8,23/03/2021 12:14,32.58078,30.00576
8,23/03/2021 12:23,32.58077,30.00576
8,23/03/2021 12:35,32.58078,30.00576
8,23/03/2021 12:41,32.58078,30.00576
8,23/03/2021 12:56,32.58077,30.00576
8,23/03/2021 12:59,32.58077,30.00577
8,23/03/2021 13:17,32.58077,30.00576
8,23/03/2021 13:35,32.58077,30.00577
8,23/03/2021 13:38,32.58077,30.00577
8,23/03/2021 13:53,32.58077,30.00576
8,23/03/2021 13:59,32.58076,30.00577
8,23/03/2021 14:11,32.58077,30.00576
8,23/03/2021 14:20,32.58077,30.00576
8,23/03/2021 14:29,32.58077,30.00575
8,23/03/2021 14:41,32.58077,30.00576
8,23/03/2021 14:47,32.58077,30.00576
8,23/03/2021 15:02,32.58076,30.00577
8,23/03/2021 15:08,32.58076,30.00577
8,23/03/2021 15:23,32.58076,30.00577
8,23/03/2021 15:32,32.58076,30.00576
8,23/03/2021 15:44,32.58076,30.00576
8,23/03/2021 15:50,32.58076,30.00576
8,23/03/2021 16:05,32.58076,30.00576
8,23/03/2021 16:08,32.58076,30.00576
8,23/03/2021 16:26,32.58076,30.00576
8,23/03/2021 16:44,32.58076,30.00576
8,23/03/2021 16:47,32.58076,30.00576
8,23/03/2021 17:02,32.58076,30.00575
8,23/03/2021 17:08,32.58077,30.00575
8,23/03/2021 17:23,32.58076,30.00575
8,23/03/2021 17:29,32.58077,30.00575
8,23/03/2021 17:44,32.58076,30.00575
8,23/03/2021 17:50,32.58076,30.00576
8,23/03/2021 18:02,32.58075,30.00576
8,23/03/2021 18:11,32.58076,30.00575
8,23/03/2021 18:20,32.58076,30.00576
8,23/03/2021 18:32,32.58076,30.00576
8,23/03/2021 18:38,32.58077,30.00576
8,23/03/2021 18:53,32.58077,30.00576
8,23/03/2021 18:59,32.58077,30.00575
8,23/03/2021 19:14,32.58077,30.00575
8,23/03/2021 19:17,32.58077,30.00575
8,23/03/2021 19:35,32.58077,30.00576
8,23/03/2021 19:50,32.58077,30.00575
8,23/03/2021 19:56,32.58077,30.00576
8,23/03/2021 20:08,32.58078,30.00576
8,23/03/2021 20:17,32.58078,30.00576
8,23/03/2021 20:26,32.58077,30.00576
8,23/03/2021 20:38,32.58078,30.00576
8,23/03/2021 20:44,32.58078,30.00577
8,23/03/2021 20:59,32.58078,30.00576
8,23/03/2021 21:02,32.58078,30.00576
8,23/03/2021 21:20,32.58077,30.00577
8,23/03/2021 21:38,32.58077,30.00577
8,23/03/2021 21:44,32.58078,30.00577
8,23/03/2021 21:56,32.58078,30.00576
8,23/03/2021 22:05,32.58078,30.00576
8,23/03/2021 22:14,32.58078,30.00576
8,23/03/2021 22:26,32.58078,30.00576
8,23/03/2021 22:32,32.58078,30.00577
8,23/03/2021 22:47,32.58077,30.00576
8,23/03/2021 23:05,32.58078,30.00576
8,23/03/2021 23:08,32.58078,30.00576
8,23/03/2021 23:26,32.58077,30.00576
8,23/03/2021 23:29,32.58077,30.00576
8,23/03/2021 23:44,32.58077,30.00576
8,23/03/2021 23:50,32.58077,30.00576
8,24/03/2021 00:02,32.58077,30.00576
8,24/03/2021 00:11,32.58076,30.00576
8,24/03/2021 00:23,32.58077,30.00576
8,24/03/2021 00:32,32.58077,30.00576
8,24/03/2021 00:41,32.58077,30.00576
8,24/03/2021 00:53,32.58077,30.00576
8,24/03/2021 00:59,32.58077,30.00576
8,24/03/2021 01:14,32.58077,30.00576
8,24/03/2021 01:17,32.58077,30.00576
8,24/03/2021 01:35,32.58077,30.00576
8,24/03/2021 01:53,32.58076,30.00576
8,24/03/2021 01:56,32.58076,30.00576
8,24/03/2021 02:14,32.58077,30.00576
8,24/03/2021 02:17,32.58077,30.00576
8,24/03/2021 02:32,32.58077,30.00575
8,24/03/2021 02:38,32.58077,30.00575
8,24/03/2021 02:50,32.58077,30.00575
8,24/03/2021 02:59,32.58077,30.00575
8,24/03/2021 03:08,32.58076,30.00575
8,24/03/2021 03:20,32.58077,30.00575
8,24/03/2021 03:26,32.58077,30.00575
8,24/03/2021 03:41,32.58077,30.00575
8,24/03/2021 03:44,32.58077,30.00575
8,24/03/2021 03:59,32.58077,30.00576
8,24/03/2021 04:02,32.58077,30.00576
8,24/03/2021 04:17,32.58077,30.00576
8,24/03/2021 04:23,32.58077,30.00576
8,24/03/2021 04:35,32.58076,30.00576
8,24/03/2021 04:44,32.58076,30.00576
8,24/03/2021 04:53,32.58077,30.00576
8,24/03/2021 05:05,32.58076,30.00577
8,24/03/2021 05:14,32.58077,30.00576
8,24/03/2021 05:26,32.58076,30.00576
8,24/03/2021 05:32,32.58076,30.00576
8,24/03/2021 05:47,32.58076,30.00576
8,24/03/2021 05:50,32.58076,30.00576
8,24/03/2021 06:08,32.58076,30.00576
8,24/03/2021 06:29,32.58076,30.00577
8,24/03/2021 06:47,32.58077,30.00577
8,24/03/2021 06:50,32.58077,30.00576
8,24/03/2021 07:05,32.58077,30.00576
8,24/03/2021 07:11,32.58077,30.00576
8,24/03/2021 07:23,32.58077,30.00577
8,24/03/2021 07:41,32.58077,30.00576
8,24/03/2021 07:59,32.58077,30.00576
8,24/03/2021 08:35,32.58077,30.00578
8,24/03/2021 08:35,32.58077,30.00578
8,24/03/2021 08:53,32.58077,30.00577
8,24/03/2021 08:56,32.58077,30.00577
8,24/03/2021 09:11,32.58076,30.00577
8,24/03/2021 09:17,32.58076,30.00577
8,24/03/2021 09:29,32.58076,30.00577
8,24/03/2021 09:38,32.58077,30.00576
8,24/03/2021 09:47,32.58077,30.00577
8,24/03/2021 09:59,32.58076,30.00577
8,24/03/2021 10:05,32.58077,30.00577
8,24/03/2021 10:23,32.58078,30.00577
8,24/03/2021 10:41,32.58077,30.00577
8,24/03/2021 10:44,32.58077,30.00577
8,24/03/2021 10:59,32.58079,30.0058
8,24/03/2021 11:05,32.58078,30.00579
8,24/03/2021 11:17,32.58078,30.00579
8,24/03/2021 11:26,32.58078,30.00579
8,24/03/2021 11:35,32.58077,30.00579
8,24/03/2021 11:47,32.58078,30.00577
8,24/03/2021 11:50,32.58077,30.00577
8,24/03/2021 12:08,32.58078,30.00575
8,24/03/2021 12:26,32.58078,30.00575
8,24/03/2021 12:29,32.58078,30.00575
8,24/03/2021 12:44,32.58077,30.00574
8,24/03/2021 12:50,32.58077,30.00575
9,20/03/2021 00:00,32.57862,30.02168
9,20/03/2021 00:01,32.57839,30.023
9,20/03/2021 00:16,32.57162,30.06286
9,20/03/2021 00:21,32.57123,30.07648
9,20/03/2021 00:31,32.57082,30.10273
9,20/03/2021 00:41,32.57019,30.13056
9,20/03/2021 00:57,32.56923,30.16798
9,20/03/2021 01:02,32.5684,30.18282
9,20/03/2021 01:24,32.54199,30.23908
9,20/03/2021 01:28,32.53446,30.24841
9,20/03/2021 01:46,32.47579,30.27148
9,20/03/2021 02:07,32.43314,30.30349
9,20/03/2021 02:11,32.43239,30.30414
9,20/03/2021 02:42,32.43226,30.30345
9,20/03/2021 03:03,32.43234,30.30338
9,20/03/2021 03:04,32.43232,30.30339
9,20/03/2021 03:20,32.43238,30.30339
9,20/03/2021 03:24,32.43237,30.30336
9,20/03/2021 03:41,32.43245,30.30324
9,20/03/2021 03:44,32.43243,30.30323
9,20/03/2021 03:58,32.4324,30.30338
9,20/03/2021 04:04,32.43233,30.3034
9,20/03/2021 04:13,32.43229,30.30342
9,20/03/2021 04:25,32.43232,30.3035
9,20/03/2021 04:29,32.43229,30.30352
9,20/03/2021 04:53,32.4322,30.304
9,20/03/2021 05:16,32.43226,30.3041
9,20/03/2021 05:16,32.43226,30.3041
9,20/03/2021 05:31,32.43295,30.30341
9,20/03/2021 05:56,32.4334,30.30307
9,20/03/2021 15:02,32.35015,30.67744
9,20/03/2021 17:02,32.3111,31.01677
9,20/03/2021 17:14,32.31009,31.04691
9,20/03/2021 17:20,32.30941,31.06257
9,20/03/2021 18:47,32.35877,31.27558
9,20/03/2021 19:02,32.37045,31.31657
9,20/03/2021 19:07,32.37543,31.33303
9,20/03/2021 19:27,32.39232,31.38943
9,20/03/2021 19:44,32.40707,31.43857
9,20/03/2021 19:55,32.38985,31.46731
9,20/03/2021 20:14,32.33301,31.49547
9,20/03/2021 20:16,32.32302,31.49945
9,20/03/2021 20:37,32.24825,31.53051
9,20/03/2021 20:54,32.19446,31.57164
9,20/03/2021 21:35,32.06751,31.67672
10,20/03/2021 00:11,32.43583,31.40336
10,20/03/2021 00:32,32.43594,31.40286
10,20/03/2021 02:08,32.43569,31.40351
10,20/03/2021 02:29,32.43574,31.40311
10,20/03/2021 02:50,32.43574,31.40314
10,20/03/2021 03:26,32.43566,31.40344
10,20/03/2021 03:47,32.43558,31.40341
10,20/03/2021 05:20,32.43557,31.40336
10,20/03/2021 05:41,32.43555,31.40343
10,20/03/2021 06:02,32.43555,31.40333
10,20/03/2021 06:13,32.43556,31.4035
10,20/03/2021 06:56,32.43553,31.40333
10,20/03/2021 07:37,32.43554,31.40345
10,20/03/2021 07:59,32.43559,31.40337
10,20/03/2021 08:37,32.43553,31.40346
10,20/03/2021 08:56,32.43556,31.40357
10,20/03/2021 08:59,32.43555,31.40365
10,20/03/2021 09:11,32.43555,31.40324
10,20/03/2021 09:20,32.43554,31.40347
10,20/03/2021 09:29,32.43554,31.40351
10,20/03/2021 09:41,32.43555,31.4036
10,20/03/2021 09:46,32.43554,31.40355
10,20/03/2021 10:02,32.43554,31.40354
10,20/03/2021 10:06,32.43556,31.40358
10,20/03/2021 10:23,32.43554,31.40351
10,20/03/2021 10:31,32.43554,31.40354
10,20/03/2021 10:50,32.43557,31.40329
10,20/03/2021 10:59,32.43558,31.40335
10,20/03/2021 11:08,32.43556,31.40333
10,20/03/2021 11:11,32.43556,31.4033
10,20/03/2021 11:17,32.43556,31.40328
10,20/03/2021 11:41,32.4356,31.40307
10,20/03/2021 11:56,32.43564,31.40296
10,20/03/2021 12:01,32.43568,31.40283
10,20/03/2021 12:02,32.43571,31.40278
10,20/03/2021 12:17,32.43572,31.40271
10,20/03/2021 12:23,32.43566,31.40285
10,20/03/2021 12:38,32.43562,31.40296
10,20/03/2021 12:43,32.43563,31.40296
10,20/03/2021 12:44,32.4356,31.403
10,20/03/2021 12:59,32.4356,31.40311
10,20/03/2021 13:02,32.43558,31.4031
10,20/03/2021 13:20,32.43557,31.40311
10,20/03/2021 13:23,32.4356,31.40309
10,20/03/2021 13:43,32.43561,31.40297
10,20/03/2021 13:59,32.43559,31.40305
10,20/03/2021 14:08,32.43557,31.40313
10,20/03/2021 14:19,32.43562,31.40304
10,20/03/2021 14:35,32.43558,31.40302
10,20/03/2021 15:01,32.43559,31.40305
10,20/03/2021 15:19,32.43561,31.40304
10,20/03/2021 15:23,32.43558,31.40309
10,20/03/2021 15:43,32.43556,31.40317
10,20/03/2021 15:44,32.43558,31.40322
10,20/03/2021 16:05,32.43556,31.4032
10,20/03/2021 16:08,32.43557,31.40319
10,20/03/2021 16:26,32.43559,31.40317
10,20/03/2021 16:43,32.43564,31.40293
10,20/03/2021 16:47,32.43566,31.40285
10,20/03/2021 17:06,32.43566,31.40288
10,20/03/2021 17:11,32.43565,31.40291
10,20/03/2021 17:43,32.43566,31.40286
10,20/03/2021 17:44,32.43565,31.40285
10,20/03/2021 18:14,32.43568,31.40281
10,20/03/2021 18:25,32.4357,31.40275
10,20/03/2021 18:37,32.43567,31.4028
10,20/03/2021 18:47,32.43571,31.40271
10,20/03/2021 19:05,32.43566,31.40282
10,20/03/2021 19:31,32.43562,31.40291
10,20/03/2021 19:49,32.43563,31.40291
10,20/03/2021 19:51,32.43565,31.40291
